,texts,labels
5156,"So Radagast said to me.’’ ‘ ‘‘Radagast the Brown!’’ laughed Saruman, and he no longer con- cealed his scorn.",
5157,‘‘Radagast the Bird-tamer!,
5158,Radagast the Simple!,
5159,Radagast the Fool!,
5160,Yet he had just the wit to play the part that I set,
5161,"For I am Saruman the Wise, Saruman Ring-maker, Saruman of Many Colours!’’ ‘I looked then and saw that his robes, which had seemed white, were not so, but were woven of all colours, and if he moved the","y shimmered and changed hue so that the eye was bewildered.‘ ‘‘I liked white better,’’ I said.‘ ‘‘White!’’ he sneered."
5162,‘‘It serves as a beginning.,
5163,White cloth may be dyed.,
5164,"The white page can be overwritten; and the white light can be broken.’’ ‘ ‘‘In which case it is no longer white,’’ said I.",
5165,"‘‘And he that breaks a thing to find out what it is has left the path of wisdom.’’ ‘ ‘‘You need not speak to me as to one of the fools that you take for friends,’’ said he.",
5166,"‘‘I have not brought you hither to be instructed by you, but to give you a choice.’’ ‘He drew himself up then and began to declaim, as if he were making a speech long rehearsed.",
5167,‘‘The Elder Days are gone.,
5168,The Middle Days are passing.,
5169,The Younger Days are beginning.,
5170,"The time of the Elves is over, but our time is at hand: the world of Men, which we must rule.",
5171,"But we must have power, power to order all things as we will, for that good which only the Wise can see.‘ ‘‘And listen, Gandalf, my old friend and helper!’’ he said, coming near and speaking now in a ",softer voice.
5172,"‘‘I said we, for we it may be, if you will join with me.",
5173,A new Power is rising.,
5174,Against it the old allies and policies will not avail us at all.,
5175,There is no hope left in Elves or dying Nu´menor.,
5176,"This then is one choice before you, before us.",
5177,We may join with that Power.,
5178,"It would be wise, Gandalf.",
5179,There is hope that way.,
5180,Its victory is at hand; and there will be rich reward for those that aided it.,
5181,"As the Power grows, its proved friends will also grow; and the Wise, such as you and I, may with patience come at last to direct its courses, to control it.",
5182,"We can bide our time, we can keep our thoughts in our hearts, deploring maybe evils done by the way, but approving the high and ultimate purpose: Knowledge, Rule, Order; all the things that we have so"," far striven in vain to accomplish, hindered rather than helped by our weak or idle friends.There need not be, there would not be, any real change in our designs, only in our means.’’ ‘ ‘‘Saruman,’’ I said, ‘‘I have heard speeches of this kind before, but only in the mouths of emissaries sent from Mordor to deceive the ignorant."
5183,"I cannot think that you brought me so far only to weary my ears.’’ ‘He looked at me sidelong, and paused a while considering.",
5184,"‘‘Well, I see that this wise course does not commend itself to you,’’ he said.",
5185,Gandalf ?’’ he whispered.,
5186,‘‘Why not?,
5187,The Ruling Ring?,
5188,"If we could command that, then the Power would pass to us.",
5189,That is in truth why I brought you here.,
5190,"For I have many eyes in my service, and I believe that you know where this precious thing now lies.",
5191,Is it not so?,
5192,"Or why do the Nine ask for the Shire, and what is your business there?’’ As he said this a lust which he could not conceal shone suddenly in his eyes.‘ ‘‘Saruman,’’ I said, standing away from him, ‘‘o","nly one hand at a time can wield the One, and you know that well, so do not trouble to say we!"
5193,"But I would not give it, nay, I would not give even news of it to you, now that I learn your mind.",
5194,"You were head of the Council, but you have unmasked yourself at last.",
5195,"Well, the choices are, it seems, to submit to Sauron, or to yourself.",
5196,I will take neither.Have you others to offer?’’ ‘He was cold now and perilous.,
5197,"‘‘Yes,’’ he said.",
5198,"‘‘I did not expect you to show wisdom, even in your own behalf; but I gave you the chance of aiding me willingly, and so saving yourself much trouble and pain.",
5199,"The third choice is to stay here, until the end.’’ ‘ ‘‘Until what end?’’ ‘ ‘‘Until you reveal to me where the One may be found.",
5200,I may find means to persuade you.,
5201,"Or until it is found in your despite, and the Ruler has time to turn to lighter matters: to devise, say, a fitting reward for the hindrance and insolence of Gandalf the Grey.’’ ‘ ‘‘That may not prove ","to be one of the lighter matters,’’ said I.He laughed at me, for my words were empty, and he knew it.‘They took me and they set me alone on the pinnacle of Orthanc, in the place where Saruman was accustomed to watch the stars.There is no descent save by a narrow stair of many thousand steps, and the valley below seems far away."
5202,"I looked on it and saw that, whereas it had once been green and fair, it was now filled with pits and forges.",
5203,"Wolves and orcs were housed in Isengard, for Saruman was mustering a great force on his own account, in rivalry of Sauron and not in his service, yet.",
5204,Over all his works a dark smoke hung and wrapped itself about the sides of Orthanc.,
5205,"I stood alone on an island in the clouds; and I had no chance of escape, and my days were bitter.",
5206,"I was pierced with cold, and I had but little room in which to pace to and fro, brooding on the coming of the Riders to the North.‘That the Nine had indeed arisen I felt assured, apart from the words ",of Saruman which might be lies.
5207,Long ere I came to Isengard I had heard tidings by the way that could not be mistaken.,
5208,Fear was ever in my heart for my friends in the Shire; but still I had some,
5209,began.,
5210,And both my fear and my hope proved ill-founded.,
5211,For my hope was founded on a fat man in Bree; and my fear was founded on the cunning of Sauron.,
5212,"But fat men who sell ale have many calls to answer; and the power of Sauron is still less than fear makes it.But in the circle of Isengard, trapped and alone, it was not easy to think that the hunters", before whom all have fled or fallen would falter in the Shire far away.’ ‘I saw you!’ cried Frodo.
5213,‘You were walking backwards and for- wards.,
5214,The moon shone in your hair.’ Gandalf paused astonished and looked at him.,
5215,"‘It was only a dream,’ said Frodo, ‘but it suddenly came back to me.",
5216,I had quite forgotten it.,
5217,"It came some time ago; after I left the Shire, I think.’ ‘Then it was late in coming,’ said Gandalf, ‘as you will see.",
5218,I was in an evil plight.,
5219,"And those who know me will agree that I have seldom been in such need, and do not bear such misfortune well.Gandalf the Grey caught like a fly in a spider’s treacherous web!",
5220,"Yet even the most subtle spiders may leave a weak thread.‘At first I feared, as Saruman no doubt intended, that Radagast had also fallen.",
5221,Yet I had caught no hint of anything wrong in his voice or in his eye at our meeting.,
